sentiment,content
sadness,"right, so richard marx's right here waiting is really making me feel nauseatingly sad."
worry,"Ugh my neck really hurts  I'm out aquatards, xox"
neutral,Sarahies this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x
sadness,captblackeagle  miss you captain
worry,lick_it_good den fell asleep on me!!!
neutral,woke up.
worry,http://bit.ly/1052x1  DO WANT. I need a PS3 soon.
worry,"Dentist in less than 2 hours  Arrgghh. I like my teeth the way they are. Except for the toothache, but that's a minor quibble."
sadness,"KnightOnline booooo, at least give us what the mantanence is for? we've waited this long, can we have hints clues or full detail pls?"
sadness,"ready 4 the weekend! yay me. even though once its over, im the lucky person that gets to work 10 days in a row till i get another one off"
sadness,b4dm1n7on I heard that you can't make it!!
sadness,"At school, it's so boring"
worry,"aw! I'm gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I'm gonna start all over"
relief,jradc Awww....gnight.  haha
neutral,IBood DOWN
worry,I'm so worried about my sister's guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!
relief,adrenalynntoao Hope you feel better! If your alone we can talk until your ready to go to bed...I'm alone too
sadness,itï¿½s raining... I hate rain...  going to shop and drink coffee all day.
neutral,So tired
worry,Else find this extremely unfair and unjust. The people spoke about the mmj laws 10 years ago here and yet our voices are still not heard.
sadness,KINOFLYHIGH fuck i shouldnt have left!
worry,"Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live &gt; http://ustre.am/1ntp)"
sadness,hm...still workin on my contract.hmm...i'm feelin awful..
worry,The sun is wonderful but makes me feel incredibly fat.. The less clothes and more exposure thing  today I diet. Again......
fun,What a beautiful day! Going to edit Lisa Maxwell interview from her last day at The Bill now. Shame I can't see my laptop screen outside
neutral,Things aren't just as easy and simple as they seem to be.
sadness,iamdiddy it is so sad that me and my roommate fry chicken just about every night  330 4. We just finished tonight's batch
worry,The sneezing begins...
happiness,good morning! off to the gym I go
sadness,girlx they're at the bottom of the thing and aren't moving at all. feels bad man.
love,I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it's bad?
neutral,sdrb  You've got to love fly tippers: http://tinyurl.com/mt4opc  Worst I've seen is a dead mule dumped on Holmbury Hill.
worry,it makes me  when i see people replying to people that are only after followers and would never reply back
neutral,Nicers I'm pretty sure my bum shape will still be imprinted there
fun,"ashetler I've totally been MIA, i know  bad me"
worry,Oh no... that bird is back
sadness,oowww...why do wisdom teeth hurt so much
worry,Isnt looking forward to going back to work. 3 days off isnt long enough
love,SexySkins Miss you!!
anger,drakesizzle  If you don't want to come then don't come. JEEEEEZ.
surprise,omg. cat had a hairball. awake now.
neutral,Helena210 No one to rub it in
worry,On my way to work! I'm runnin late and I'm sooooo tired!
worry,"ladybug8320 ooh, work im afarid  looking forward to a sunny weekeknd tho!!!"
worry,"theerealfdhc OMG, my regards to ur nephew. I'm sorry for ur loss"
neutral,Mezandy me! DOcreative
neutral,blue_cupcakes  sometimes plugging it into 240 can fix problems..
surprise,Omigoodness I feel like a popsicle
hate,i'm sick of waking up and feeling exhausted
worry,My paradise fly catchers abandoned their nest....  they are starting again... but it's gonna b tough
empty,"sittin here bored az hell...nuffin 2 do at lyk 3:30 in da morning in monroe,louisiana!!!"
neutral,Working now
neutral,Moodle Intro training this morning... ages since i've done that... and only 2 bookings
worry,dabobabo I can't believe this! Did they give you any reason?
neutral,but pennyessex Humira isn't right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done
worry,"still ill. HOW LONG MUST THIS GO ON?! meh meh, stuck at home doing history revision til 10.30am"
neutral,"benno37 I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caught on yet."
worry,"It is really hot now. I have shorts on and plenty of factor 20! No fish caught yet, they may be spawning"
sadness,"gleeding Need a tickettttt  Gah. Ya you've got me on there, reason346.. Haven't listened to dear Elliott for a few weeks...overdue.."
sadness,I can't sleep!!  epp someone is awake and it scared the crap outta me!
neutral,says headache  http://plurk.com/p/wydaf
neutral,"On a day like today I would wear shorts and tshirt, but now I'm at DHQ it's office wear..."
worry,"One of these days I'm going to delete something really important   Someone, please, restrict my access!"
relief,"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ"
hate,hate this fucking cold. i can't stop sneezing. and claratyne only works for an hr or 2
worry,YOitsEILEEN And web-less starting the day after that  #homeless
worry,just seen 1 of the fat single Mums from up the road &quot
neutral,hasin my bad
neutral,vxpresxv aww... me too
worry,"cannot go, cannot refused to feel the pain"
happiness,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah
happiness,iAmiAdam Hes away longer then me. Im only away for a few hours
worry,ShomariW LOL. PR is AMERICA!!! LMAO!!! He dont like me... theres nothing I can do!
worry,I was hoping ABC will pick up &quot
worry,My poor andrew just had 2 of his wisdom teeth removed.  i wish he'll get better fast.
neutral,"wanting to nap, but if i sleep i might not wake up before kyle gets here  and sooo hungry."
worry,did not sleep a wink last night  X
neutral,myinkyfingersAU I can't take it
sadness,beautiful day... and im working  leaving now so i can get some sun though
empty,DonnieWahlberg lol i wos gona send mine in bt i was too late  xx
surprise,AriannaHalshaw Oh no
worry,went to bed last night with the feeling of a migraine coming and woke up feeling worse.
neutral,Cashflow forecasts are fun but big red numbers aren't
worry,today is my last day of high school! most things i do today will be my last time doing them..  pure CRAZINESS!
love,"truestepper Other people have their Glasgow ones, standing and seats, for all nights."
fun,DJIronik hmm....well it aint that hot in hull lol   xx
sadness,skateramps omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here
enthusiasm,im going to work
sadness,I got a new high speed Machine stuffed with latest technology for Development in office but it z crashed now
worry,"Bob Dylan - It Aint Me Babe. Important day today, tell you guys more later. Off to work, iIm late"
sadness,kateesslemont i tried. and failed
sadness,Elena left this morning. Nine months spent living with her and now it'll probably be about 2 years till I see her again. Hmph.
sadness,Wiccawise21   We're idiots.  Ok mostly I was skint but hell I could've done something......
fun,"Just found out my kitty isn't pregnant  its a good thing though, we are going to adopt one instead"
neutral,On my way home in the sunshine with a bag full of my stuff from work...
worry,"Forced myself out of bed this morning, but failed to cycle in. Damn."
sadness,I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.
sadness,Happy Grey's day everyone! Oh I miss Grey's!!
neutral,i wish i can go to two different schools at the same time.
worry,"We'll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind"
worry,jerk josh! didn't even come meet me  - im thinking of a number guess ?
worry,i am not happy at all
worry,"Im regretting the alcohol I consumed last night, MY HEAD"
neutral,http://twitpic.com/6698b - Clean
worry,Bloody servers are down at work for at least 3 hours. Want to go home now!
hate,in the mailbox already for 2 hours
worry,CourtneySit Hey are you quiet today or is it me...work was nuts today...no tweeting time
neutral,trishastewart - ooh. Don't like horseradish  Any alternatives?
relief,"Feeling a little under the weather today  got a funny tummy - however, the sun is shining and I'm at home. Yay!"
worry,"Is in the badbooks again, don't know why I bother"
worry,mrtrev *hug* yep I hate that meself
neutral,"Odbod Yeah it's the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately"
worry,In KL now took wrong turn after Sg Besi now jam in city center
sadness,im so hungry and i have nothing to eat
hate,JeremyTheXIV i take it you're not a fan
worry,That was a  and it's because I missed too many leg sessions recently.
sadness,"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him"
worry,EPMorgan I can't even do that  not good!!
worry,"eughhhh feels really ill today  - headache, bunged up and a sore throat - hayfever?"
